subject_id	subject_label	object_id	object_label	comment_leonmap	comment_gilda	confidence_leonmap	confidence_gilda	mapping_justification_leonmap	mapping_justification_gilda	predicate_id_leonmap	predicate_id_gilda
icd10:I82.0	Budd-Chiari syndrome	mesh:D006502	Budd-Chiari Syndrome	cosine=0.777376		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q75.4	Mandibulofacial dysostosis	mesh:D008342	Mandibulofacial Dysostosis	cosine=0.777220		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T42.3	Barbiturates	mesh:D001463	Barbiturates	cosine=0.777169		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G11.4	Hereditary spastic paraplegia	mesh:D015419	Spastic Paraplegia, Hereditary	cosine=0.776857		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q81.0	Epidermolysis bullosa simplex	mesh:D016110	Epidermolysis Bullosa Simplex	cosine=0.776552		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I50	Heart failure	mesh:D006333	Heart Failure	cosine=0.775484		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M20.2	Hallux rigidus	mesh:D020859	Hallux Rigidus	cosine=0.775351		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C71.6	Cerebellum	mesh:D002531	Cerebellum	cosine=0.775139		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R63.1	Polydipsia	mesh:D059606	Polydipsia	cosine=0.774984		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D09.2	Eye	mesh:D005123	Eye	cosine=0.774346		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B44.0	Invasive pulmonary aspergillosis	mesh:D055744	Invasive Pulmonary Aspergillosis	cosine=0.774192		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L83	Acanthosis nigricans	mesh:D000052	Acanthosis Nigricans	cosine=0.773729		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E50	Vitamin A deficiency	mesh:D014802	Vitamin A Deficiency	cosine=0.772970		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R57.2	Septic shock	mesh:D012772	Shock, Septic	cosine=0.772849		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y44.7	Plasma substitutes	mesh:D010952	Plasma Substitutes	cosine=0.772535		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K59.0	Constipation	mesh:D003248	Constipation	cosine=0.771347		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B38	Coccidioidomycosis	mesh:D003047	Coccidioidomycosis	cosine=0.771200		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D10.1	Tongue	mesh:D014059	Tongue	cosine=0.770206		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F20	Schizophrenia	mesh:D012559	Schizophrenia	cosine=0.769624		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N35	Urethral stricture	mesh:D014525	Urethral Stricture	cosine=0.769477		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L80	Vitiligo	mesh:D014820	Vitiligo	cosine=0.769360		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M54.3	Sciatica	mesh:D012585	Sciatica	cosine=0.768862		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E66	Obesity	mesh:D009765	Obesity	cosine=0.768632		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T65.0	Cyanides	mesh:D003486	Cyanides	cosine=0.768186		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A82	Rabies	mesh:D011818	Rabies	cosine=0.767337		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q67.7	Pectus carinatum	mesh:D066166	Pectus Carinatum	cosine=0.766904		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T57.3	Hydrogen cyanide	mesh:D006856	Hydrogen Cyanide	cosine=0.766889		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q26.1	Persistent left superior vena cava	mesh:D000083402	Persistent Left Superior Vena Cava	cosine=0.766733		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K29.8	Duodenitis	mesh:D004382	Duodenitis	cosine=0.766090		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I15.0	Renovascular hypertension	mesh:D006978	Hypertension, Renovascular	cosine=0.765969		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L58	Radiodermatitis	mesh:D011855	Radiodermatitis	cosine=0.765929		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I37.0	Pulmonary valve stenosis	mesh:D011666	Pulmonary Valve Stenosis	cosine=0.765863		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C21.1	Anal canal	mesh:D001003	Anal Canal	cosine=0.765236		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L98.0	Pyogenic granuloma	mesh:D017789	Granuloma, Pyogenic	cosine=0.765222		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T40.5	Cocaine	mesh:D003042	Cocaine	cosine=0.765067		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C69.6	Orbit	mesh:D009915	Orbit	cosine=0.764974		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A48.1	Legionnaires disease	mesh:D007877	Legionnaires' Disease	cosine=0.764815		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q80.0	Ichthyosis vulgaris	mesh:D016112	Ichthyosis Vulgaris	cosine=0.764526		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O00	Ectopic pregnancy	mesh:D011271	Pregnancy, Ectopic	cosine=0.764482		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J63.4	Siderosis	mesh:D012806	Siderosis	cosine=0.764343		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M06.3	Rheumatoid nodule	mesh:D012218	Rheumatoid Nodule	cosine=0.763979		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K75.4	Autoimmune hepatitis	mesh:D019693	Hepatitis, Autoimmune	cosine=0.763611		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E73	Lactose intolerance	mesh:D007787	Lactose Intolerance	cosine=0.763199		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R30.0	Dysuria	mesh:D053159	Dysuria	cosine=0.762961		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C76.1	Thorax	mesh:D013909	Thorax	cosine=0.762848		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B46	Zygomycosis	mesh:D020096	Zygomycosis	cosine=0.762573		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B39	Histoplasmosis	mesh:D006660	Histoplasmosis	cosine=0.762444		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A48.0	Gas gangrene	mesh:D005738	Gas Gangrene	cosine=0.762287		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q79.4	Prune belly syndrome	mesh:D011535	Prune Belly Syndrome	cosine=0.761412		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M81.0	Postmenopausal osteoporosis	mesh:D015663	Osteoporosis, Postmenopausal	cosine=0.760719		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F95	Tic disorders	mesh:D013981	Tic Disorders	cosine=0.760542		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y84.6	Urinary catheterization	mesh:D014546	Urinary Catheterization	cosine=0.759567		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H05.4	Enophthalmos	mesh:D015841	Enophthalmos	cosine=0.759499		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C71.7	Brain stem	mesh:D001933	Brain Stem	cosine=0.759171		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q82.3	Incontinentia pigmenti	mesh:D007184	Incontinentia Pigmenti	cosine=0.758835		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K13.3	Hairy leukoplakia	mesh:D017733	Leukoplakia, Hairy	cosine=0.758517		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L72.2	Steatocystoma multiplex	mesh:D062685	Steatocystoma Multiplex	cosine=0.757385		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M87	Osteonecrosis	mesh:D010020	Osteonecrosis	cosine=0.757303		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F65.3	Voyeurism	mesh:D014843	Voyeurism	cosine=0.757252		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K66.2	Retroperitoneal fibrosis	mesh:D012185	Retroperitoneal Fibrosis	cosine=0.757107		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G90.2	Horner syndrome	mesh:D006732	Horner Syndrome	cosine=0.756990		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B40	Blastomycosis	mesh:D001759	Blastomycosis	cosine=0.756181		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:S22.5	Flail chest	mesh:D005409	Flail Chest	cosine=0.756036		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I37.1	Pulmonary valve insufficiency	mesh:D011665	Pulmonary Valve Insufficiency	cosine=0.755754		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A38	Scarlet fever	mesh:D012541	Scarlet Fever	cosine=0.755449		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H16.0	Corneal ulcer	mesh:D003320	Corneal Ulcer	cosine=0.754917		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q18.5	Microstomia	mesh:D008865	Microstomia	cosine=0.754714		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L51	Erythema multiforme	mesh:D004892	Erythema Multiforme	cosine=0.753873		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K06.0	Gingival recession	mesh:D005889	Gingival Recession	cosine=0.752202		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R51	Headache	mesh:D006261	Headache	cosine=0.751379		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:N46	Male infertility	mesh:D007248	Infertility, Male	cosine=0.751104		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q75.1	Craniofacial dysostosis	mesh:D003394	Craniofacial Dysostosis	cosine=0.750682		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L68.0	Hirsutism	mesh:D006628	Hirsutism	cosine=0.750412		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L20	Atopic dermatitis	mesh:D003876	Dermatitis, Atopic	cosine=0.750396		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L94.2	Calcinosis cutis	mesh:D000092182	Calcinosis Cutis	cosine=0.750268		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E80.5	Crigler-Najjar syndrome	mesh:D003414	Crigler-Najjar Syndrome	cosine=0.749466		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B08.1	Molluscum contagiosum	mesh:D008976	Molluscum Contagiosum	cosine=0.749077		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q44.4	Choledochal cyst	mesh:D015529	Choledochal Cyst	cosine=0.748916		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T51.2	2-Propanol	mesh:D019840	2-Propanol	cosine=0.748834		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L26	Exfoliative dermatitis	mesh:D003873	Dermatitis, Exfoliative	cosine=0.748493		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M60	Myositis	mesh:D009220	Myositis	cosine=0.748198		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A87	Viral meningitis	mesh:D008587	Meningitis, Viral	cosine=0.748009		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C83.7	Burkitt lymphoma	mesh:D002051	Burkitt Lymphoma	cosine=0.747293		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R61	Hyperhidrosis	mesh:D006945	Hyperhidrosis	cosine=0.747075		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G25.3	Myoclonus	mesh:D009207	Myoclonus	cosine=0.746859		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R06.7	Sneezing	mesh:D012912	Sneezing	cosine=0.745068		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q22.5	Ebstein anomaly	mesh:D004437	Ebstein Anomaly	cosine=0.744806		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H74.0	Tympanosclerosis	mesh:D000092163	Tympanosclerosis	cosine=0.744716		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H52.2	Astigmatism	mesh:D001251	Astigmatism	cosine=0.744522		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D13.4	Liver	mesh:D008099	Liver	cosine=0.744154		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q81	Epidermolysis bullosa	mesh:D004820	Epidermolysis Bullosa	cosine=0.744053		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G81	Hemiplegia	mesh:D006429	Hemiplegia	cosine=0.742910		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E20	Hypoparathyroidism	mesh:D007011	Hypoparathyroidism	cosine=0.742647		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O03	Spontaneous abortion	mesh:D000022	Abortion, Spontaneous	cosine=0.742279		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:O48	Prolonged pregnancy	mesh:D011273	Pregnancy, Prolonged	cosine=0.742138		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L71	Rosacea	mesh:D012393	Rosacea	cosine=0.741833		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L44.0	Pityriasis rubra pilaris	mesh:D010916	Pityriasis Rubra Pilaris	cosine=0.741643		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R41.2	Retrograde amnesia	mesh:D000648	Amnesia, Retrograde	cosine=0.741008		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A95	Yellow fever	mesh:D015004	Yellow Fever	cosine=0.740973		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L41	Parapsoriasis	mesh:D010267	Parapsoriasis	cosine=0.740917		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:F50.2	Bulimia nervosa	mesh:D052018	Bulimia Nervosa	cosine=0.740551		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D69.3	Idiopathic thrombocytopenic purpura	mesh:D016553	Purpura, Thrombocytopenic, Idiopathic	cosine=0.740390		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M54.1	Radiculopathy	mesh:D011843	Radiculopathy	cosine=0.739732		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M33.2	Polymyositis	mesh:D017285	Polymyositis	cosine=0.737969		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L50	Urticaria	mesh:D014581	Urticaria	cosine=0.737665		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G90.4	Autonomic dysreflexia	mesh:D020211	Autonomic Dysreflexia	cosine=0.737090		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H02.2	Lagophthalmos	mesh:D000092164	Lagophthalmos	cosine=0.737090		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A96.2	Lassa fever	mesh:D007835	Lassa Fever	cosine=0.736965		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G41	Status epilepticus	mesh:D013226	Status Epilepticus	cosine=0.736446		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B03	Smallpox	mesh:D012899	Smallpox	cosine=0.736434		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G60.1	Refsum disease	mesh:D012035	Refsum Disease	cosine=0.736308		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E80.1	Porphyria cutanea tarda	mesh:D017119	Porphyria Cutanea Tarda	cosine=0.735674		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B55.2	Mucocutaneous leishmaniasis	mesh:D007897	Leishmaniasis, Mucocutaneous	cosine=0.735112		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B47	Mycetoma	mesh:D008271	Mycetoma	cosine=0.734670		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E11	Type 2 diabetes mellitus	mesh:D003924	Diabetes Mellitus, Type 2	cosine=0.734627		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:R41.1	Anterograde amnesia	mesh:D020324	Amnesia, Anterograde	cosine=0.734515		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Y43.4	Immunosuppressive agents	mesh:D007166	Immunosuppressive Agents	cosine=0.732842		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A97	Dengue	mesh:D003715	Dengue	cosine=0.732033		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q00.0	Anencephaly	mesh:D000757	Anencephaly	cosine=0.730953		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L40	Psoriasis	mesh:D011565	Psoriasis	cosine=0.730789		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A87.2	Lymphocytic choriomeningitis	mesh:D008216	Lymphocytic Choriomeningitis	cosine=0.730130		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B56	African trypanosomiasis	mesh:D014353	Trypanosomiasis, African	cosine=0.729518		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I87.0	Postthrombotic syndrome	mesh:D054070	Postthrombotic Syndrome	cosine=0.728477		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D10.6	Nasopharynx	mesh:D009305	Nasopharynx	cosine=0.727857		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:E30.1	Precocious puberty	mesh:D011629	Puberty, Precocious	cosine=0.727806		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:K62.3	Rectal prolapse	mesh:D012005	Rectal Prolapse	cosine=0.726936		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:D73.1	Hypersplenism	mesh:D006971	Hypersplenism	cosine=0.726716		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:B74.4	Mansonelliasis	mesh:D008368	Mansonelliasis	cosine=0.725978		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L90.0	Lichen sclerosus et atrophicus	mesh:D018459	Lichen Sclerosus et Atrophicus	cosine=0.725341		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:H27.0	Aphakia	mesh:D001035	Aphakia	cosine=0.725253		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:I95.1	Orthostatic hypotension	mesh:D007024	Hypotension, Orthostatic	cosine=0.725233		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q78.4	Enchondromatosis	mesh:D004687	Enchondromatosis	cosine=0.725151		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:P83.0	Sclerema neonatorum	mesh:D012593	Sclerema Neonatorum	cosine=0.724913		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:C76.3	Pelvis	mesh:D010388	Pelvis	cosine=0.724852		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A46	Erysipelas	mesh:D004886	Erysipelas	cosine=0.724451		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q82.1	Xeroderma pigmentosum	mesh:D014983	Xeroderma Pigmentosum	cosine=0.724121		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M45	Ankylosing spondylitis	mesh:D013167	Spondylitis, Ankylosing	cosine=0.722767		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A39.0	Meningococcal meningitis	mesh:D008585	Meningitis, Meningococcal	cosine=0.722213		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:A23	Brucellosis	mesh:D002006	Brucellosis	cosine=0.721921		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:T59.6	Hydrogen sulfide	mesh:D006862	Hydrogen Sulfide	cosine=0.721767		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:G12.2	Motor neuron disease	mesh:D016472	Motor Neuron Disease	cosine=0.721567		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:Q76.0	Spina bifida occulta	mesh:D016136	Spina Bifida Occulta	cosine=0.720579		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L88	Pyoderma gangrenosum	mesh:D017511	Pyoderma Gangrenosum	cosine=0.720404		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:J45	Asthma	mesh:D001249	Asthma	cosine=0.720138		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:M35.5	Multifocal fibrosclerosis	mesh:C537375	Multifocal fibrosclerosis	cosine=0.719687		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
icd10:L70.0	Acne vulgaris	mesh:D000152	Acne Vulgaris	cosine=0.719337		1.0	1.0	semapv:LexicalMatching	semapv:LexicalMatching	skos:exactMatch	skos:exactMatch
